generationDate,ratio:22,ratio:13,votes:22,votes:13,votes.mean:22,votes.mean:13,votes.stdv:22,votes.stdv:13,votes:*,votes:*.mean,bus,turnout,abstentions,abstentionsRatio,eligibleVoters,turnout.mean,abstentions.mean,eligibleVoters.mean,presidentAbstentionRatio,presidentAbstentionRatio.stdv,votersByCode,votersBiometric,votersWithoutBiometrics,votersInTransit,votersByCode.mean,votersBiometric.mean,votersWithoutBiometrics.mean,votersInTransit.mean,total,totalRatio
17:53:30,"0,5187","0,4037",15306,11913,"156,1837","121,5612","33,4543","31,3779",29507,"301,0918",98,30972,8830,"0,2218",39802,"316,0408","90,1020","406,1429","0,2206","0,0483",2796,22909,8063,55,"28,5306","233,7653","82,2755","0,5612",6973505,"0,7374"
17:54:00,"0,5151","0,4008",13551,10545,"159,4235","124,0588","34,2123","27,6790",26309,"309,5176",85,27557,7698,"0,2184",35255,"324,2000","90,5647","414,7647","0,2180","0,0542",2511,20326,7231,86,"29,5412","239,1294","85,0706","1,0118",6999814,"0,7402"
17:54:30,"0,5124","0,4086",14104,11245,"156,7111","124,9444","37,7716","35,3636",27524,"305,8222",90,28900,8624,"0,2298",37524,"321,1111","95,8222","416,9333","0,2283","0,0617",2438,20783,8117,34,"27,0889","230,9222","90,1889","0,3778",7027338,"0,7431"
17:55:00,"0,5075","0,4111",12274,9943,"157,3590","127,4744","33,7851","36,8179",24184,"310,0513",78,25334,7661,"0,2322",32995,"324,7949","98,2179","423,0128","0,2294","0,0550",2110,18716,6618,38,"27,0513","239,9487","84,8462","0,4872",7051522,"0,7457"
17:55:30,"0,5285","0,3923",14286,10604,"162,3409","120,5000","36,0195","31,5551",27032,"307,1818",88,28338,7929,"0,2186",36267,"322,0227","90,1023","412,1250","0,2179","0,0545",2464,20579,7759,36,"28,0000","233,8523","88,1705","0,4091",7078554,"0,7485"
17:56:00,"0,5171","0,4049",12656,9908,"154,3415","120,8293","34,9628","27,5945",24473,"298,4512",82,25653,7514,"0,2266",33167,"312,8415","91,6341","404,4756","0,2255","0,0531",2048,18653,7000,59,"24,9756","227,4756","85,3659","0,7195",7103027,"0,7511"
17:56:30,"0,5059","0,4141",12420,10166,"153,3333","125,5062","31,3959","29,9110",24549,"303,0741",81,25701,7853,"0,2340",33554,"317,2963","96,9506","414,2469","0,2325","0,0558",2146,18791,6910,66,"26,4938","231,9877","85,3086","0,8148",7127576,"0,7537"
17:57:00,"0,5191","0,4034",12646,9827,"160,0759","124,3924","29,5227","36,2608",24361,"308,3671",79,25577,7229,"0,2204",32806,"323,7595","91,5063","415,2658","0,2196","0,0483",2131,19063,6514,39,"26,9747","241,3038","82,4557","0,4937",7151937,"0,7563"
17:57:30,"0,5341","0,3862",14612,10566,"160,5714","116,1099","33,5537","32,8792",27357,"300,6264",91,28646,8264,"0,2239",36910,"314,7912","90,8132","405,6044","0,2234","0,0539",2676,21268,7378,30,"29,4066","233,7143","81,0769","0,3297",7179294,"0,7592"
17:58:00,"0,5235","0,3965",12128,9185,"159,5789","120,8553","32,8394","30,4940",23165,"304,8026",76,24294,6675,"0,2155",30969,"319,6579","87,8289","407,4868","0,2120","0,0594",2124,17973,6321,39,"27,9474","236,4868","83,1711","0,5132",7202459,"0,7616"
17:58:30,"0,5114","0,4161",11563,9409,"158,3973","128,8904","36,5032","29,4058",22610,"309,7260",73,23814,6720,"0,2201",30534,"326,2192","92,0548","418,2740","0,2194","0,0675",1983,17530,6284,18,"27,1644","240,1370","86,0822","0,2466",7225069,"0,7640"
17:59:00,"0,5020","0,4169",11761,9767,"150,7821","125,2179","36,7087","35,4179",23427,"300,3462",78,24545,7276,"0,2287",31821,"314,6795","93,2821","407,9615","0,2271","0,0572",2186,17899,6646,77,"28,0256","229,4744","85,2051","0,9872",7248496,"0,7665"
17:59:30,"0,5277","0,3932",11063,8243,"160,3333","119,4638","29,4346","26,2218",20963,"303,8116",69,22034,6685,"0,2328",28719,"319,3333","96,8841","416,2174","0,2312","0,0546",1851,15995,6039,25,"26,8261","231,8116","87,5217","0,3623",7269459,"0,7687"
18:00:00,"0,5113","0,4066",11545,9182,"160,3472","127,5278","31,1623","30,3827",22580,"313,6111",72,23674,6951,"0,2270",30625,"328,8056","96,5417","425,3472","0,2266","0,0510",1808,17292,6382,61,"25,1111","240,1667","88,6389","0,8472",7292039,"0,7711"
18:00:30,"0,5062","0,4113",11887,9657,"158,4933","128,7600","31,6293","34,5639",23481,"313,0800",75,24654,7052,"0,2224",31706,"328,7200","94,0267","422,7467","0,2201","0,0500",2201,18164,6490,83,"29,3467","242,1867","86,5333","1,1067",7315520,"0,7736"
18:01:00,"0,5238","0,3993",11761,8965,"161,1096","122,8082","30,0810","31,6672",22452,"307,5616",73,23613,6670,"0,2203",30283,"323,4658","91,3699","414,8356","0,2189","0,0526",2173,17382,6231,29,"29,7671","238,1096","85,3562","0,3973",7337972,"0,7760"
18:01:30,"0,5096","0,4120",11064,8945,"153,6667","124,2361","29,6891","30,4387",21710,"301,5278",72,22753,6438,"0,2205",29191,"316,0139","89,4167","405,4306","0,2198","0,0468",2251,17050,5703,59,"31,2639","236,8056","79,2083","0,8194",7359682,"0,7783"
18:02:00,"0,5261","0,3932",10457,7814,"163,3906","122,0938","31,8157","33,9635",19875,"310,5469",64,20860,5839,"0,2187",26699,"325,9375","91,2344","417,1719","0,2165","0,0490",1812,15544,5316,41,"28,3125","242,8750","83,0625","0,6406",7379557,"0,7804"
18:02:30,"0,5294","0,3923",10480,7765,"166,3492","123,2540","37,5927","33,2160",19795,"314,2063",63,20792,5935,"0,2221",26727,"330,0317","94,2063","424,2381","0,2220","0,0521",1672,15049,5743,10,"26,5397","238,8730","91,1587","0,1587",7399352,"0,7824"
18:03:00,"0,5375","0,3866",9887,7112,"167,5763","120,5424","34,9868","29,3814",18394,"311,7627",59,19338,5485,"0,2210",24823,"327,7627","92,9661","420,7288","0,2203","0,0457",1665,14095,5243,5,"28,2203","238,8983","88,8644","0,0847",7417746,"0,7844"
18:03:30,"0,5207","0,4008",11427,8795,"158,7083","122,1528","29,0084","30,8606",21946,"304,8056",72,23016,6713,"0,2258",29729,"319,6667","93,2361","412,9028","0,2236","0,0510",2174,17066,5950,124,"30,1944","237,0278","82,6389","1,7222",7439692,"0,7867"
18:04:00,"0,5200","0,4040",14490,11258,"161,0000","125,0889","33,9044","28,3438",27866,"309,6222",90,29359,8416,"0,2228",37775,"326,2111","93,5111","419,7222","0,2215","0,0485",2486,21167,8192,23,"27,6222","235,1889","91,0222","0,2556",7467558,"0,7897"
18:04:30,"0,4938","0,4200",12275,10439,"155,3797","132,1392","32,0215","35,3029",24857,"314,6456",79,25981,7735,"0,2294",33716,"328,8734","97,9114","426,7848","0,2261","0,0564",2119,18413,7568,60,"26,8228","233,0759","95,7975","0,7595",7492415,"0,7923"
18:05:00,"0,5252","0,4002",12484,9512,"160,0513","121,9487","32,1518","31,9318",23768,"304,7179",78,24856,6741,"0,2133",31597,"318,6667","86,4231","405,0897","0,2116","0,0489",2494,18680,6176,32,"31,9744","239,4872","79,1795","0,4103",7516183,"0,7948"
18:05:30,"0,4915","0,4303",9668,8465,"151,0625","132,2656","35,0526","33,5062",19671,"307,3594",64,20619,6370,"0,2360",26989,"322,1719","99,5313","421,7031","0,2342","0,0524",1909,15570,5049,13,"29,8281","243,2813","78,8906","0,2031",7535854,"0,7969"
18:06:00,"0,5192","0,4038",16104,12525,"159,4455","124,0099","30,7550","33,0192",31017,"307,0990",101,32467,9176,"0,2203",41643,"321,4554","90,8515","412,3069","0,2188","0,0531",2891,24767,7700,28,"28,6238","245,2178","76,2376","0,2772",7566871,"0,8002"
18:06:30,"0,5104","0,4093",11632,9328,"157,1892","126,0541","33,5908","37,8817",22789,"307,9595",74,23965,7105,"0,2287",31070,"323,8514","96,0135","419,8649","0,2268","0,0484",2271,17599,6366,63,"30,6892","237,8243","86,0270","0,8514",7589660,"0,8026"
18:07:00,"0,5189","0,4030",12927,10038,"159,5926","123,9259","36,2545","33,7660",24911,"307,5432",81,26169,7772,"0,2290",33941,"323,0741","95,9506","419,0247","0,2275","0,0519",2290,18904,7265,53,"28,2716","233,3827","89,6914","0,6543",7614571,"0,8052"
18:07:30,"0,5075","0,4161",11254,9228,"152,0811","124,7027","29,6729","40,1665",22176,"299,6757",74,23317,6580,"0,2201",29897,"315,0946","88,9189","404,0135","0,2195","0,0518",2373,17501,5816,86,"32,0676","236,5000","78,5946","1,1622",7636747,"0,8076"
18:08:00,"0,5174","0,4042",14952,11682,"159,0638","124,2766","33,1890","30,0703",28899,"307,4362",94,30300,8652,"0,2221",38952,"322,3404","92,0426","414,3830","0,2218","0,0521",2777,22719,7581,57,"29,5426","241,6915","80,6489","0,6064",7665646,"0,8106"
18:08:30,"0,5131","0,4119",10652,8551,"156,6471","125,7500","28,9085","38,9756",20761,"305,3088",68,21686,6302,"0,2252",27988,"318,9118","92,6765","411,5882","0,2241","0,0529",1950,16201,5485,20,"28,6765","238,2500","80,6618","0,2941",7686407,"0,8128"
18:09:00,"0,5019","0,4206",9493,7955,"153,1129","128,3065","35,2160","32,3502",18915,"305,0806",62,19923,6016,"0,2319",25939,"321,3387","97,0323","418,3710","0,2302","0,0619",1770,14542,5381,49,"28,5484","234,5484","86,7903","0,7903",7705322,"0,8148"
18:09:30,"0,5079","0,4166",10541,8646,"152,7681","125,3043","32,9057","29,5837",20753,"300,7681",69,21760,6304,"0,2246",28064,"315,3623","91,3623","406,7246","0,2227","0,0460",2057,16383,5377,34,"29,8116","237,4348","77,9275","0,4928",7726075,"0,8170"
18:10:00,"0,5220","0,4007",9497,7290,"160,9661","123,5593","32,2169","32,3991",18193,"308,3559",59,19169,5718,"0,2298",24887,"324,8983","96,9153","421,8136","0,2288","0,0451",1557,13923,5246,5,"26,3898","235,9831","88,9153","0,0847",7744268,"0,8189"
18:10:30,"0,5130","0,4059",9510,7525,"155,9016","123,3607","32,1083","33,3039",18538,"303,9016",61,19462,5985,"0,2352",25447,"319,0492","98,1148","417,1639","0,2343","0,0550",1808,14338,5124,34,"29,6393","235,0492","84,0000","0,5574",7762806,"0,8209"
18:11:00,"0,5181","0,4047",13249,10348,"159,6265","124,6747","35,0231","27,4718",25570,"308,0723",83,26910,8476,"0,2395",35386,"324,2169","102,1205","426,3373","0,2364","0,0628",2463,20053,6857,18,"29,6747","241,6024","82,6145","0,2169",7788376,"0,8236"
18:11:30,"0,5199","0,3994",12112,9306,"163,6757","125,7568","34,8453","31,6488",23298,"314,8378",74,24443,7160,"0,2266",31603,"330,3108","96,7568","427,0676","0,2251","0,0567",2244,18182,6261,23,"30,3243","245,7027","84,6081","0,3108",7811674,"0,8260"
18:12:00,"0,5115","0,4127",9577,7727,"159,6167","128,7833","37,7117","35,1032",18724,"312,0667",60,19638,5783,"0,2275",25421,"327,3000","96,3833","423,6833","0,2276","0,0557",1539,14031,5607,60,"25,6500","233,8500","93,4500","1,0000",7830398,"0,8280"
18:12:30,"0,4846","0,4398",10526,9553,"150,3714","136,4714","34,3886","37,7256",21720,"310,2857",70,22790,6850,"0,2311",29640,"325,5714","97,8571","423,4286","0,2299","0,0516",2194,17083,5707,27,"31,3429","244,0429","81,5286","0,3857",7852118,"0,8303"
18:13:00,"0,4938","0,4286",9051,7857,"153,4068","133,1695","35,5643","35,6633",18331,"310,6949",59,19339,5800,"0,2307",25139,"327,7797","98,3051","426,0847","0,2296","0,0467",1728,14299,5040,23,"29,2881","242,3559","85,4237","0,3898",7870449,"0,8323"
18:13:30,"0,5263","0,3957",9747,7328,"168,0517","126,3448","30,7674","29,1681",18520,"319,3103",58,19412,5575,"0,2231",24987,"334,6897","96,1207","430,8103","0,2223","0,0554",1880,14426,4986,6,"32,4138","248,7241","85,9655","0,1034",7888969,"0,8342"
18:14:00,"0,5368","0,3842",11440,8188,"170,7463","122,2090","36,4578","27,9672",21310,"318,0597",67,22440,6379,"0,2213",28819,"334,9254","95,2090","430,1343","0,2184","0,0523",1735,16477,5963,11,"25,8955","245,9254","89,0000","0,1642",7910279,"0,8365"
18:14:30,"0,5216","0,4017",10854,8359,"162,0000","124,7612","34,5793","36,4360",20810,"310,5970",67,21850,5985,"0,2150",27835,"326,1194","89,3284","415,4478","0,2139","0,0457",1900,15893,5957,47,"28,3582","237,2090","88,9104","0,7015",7931089,"0,8387"
18:15:00,"0,5007","0,4164",10111,8409,"157,9844","131,3906","30,3729","33,1133",20195,"315,5469",64,21231,6076,"0,2225",27307,"331,7344","94,9375","426,6719","0,2210","0,0486",1760,15243,5988,9,"27,5000","238,1719","93,5625","0,1406",7951284,"0,8408"
18:15:30,"0,5188","0,4076",8367,6573,"164,0588","128,8824","32,4457","28,0508",16128,"316,2353",51,17012,5200,"0,2341",22212,"333,5686","101,9608","435,5294","0,2333","0,0528",1409,12264,4748,17,"27,6275","240,4706","93,0980","0,3333",7967412,"0,8425"
18:16:00,"0,5035","0,4182",11310,9393,"159,2958","132,2958","35,0735","37,2727",22462,"316,3662",71,23602,6946,"0,2274",30548,"332,4225","97,8310","430,2535","0,2270","0,0510",1720,16624,6978,38,"24,2254","234,1408","98,2817","0,5352",7989874,"0,8449"
18:16:30,"0,5154","0,4124",8550,6841,"158,3333","126,6852","30,0758","35,8122",16590,"307,2222",54,17443,5391,"0,2361",22834,"323,0185","99,8333","422,8519","0,2344","0,0566",1532,12318,5125,6,"28,3704","228,1111","94,9074","0,1111",8006464,"0,8466"
18:17:00,"0,5217","0,4007",8624,6624,"165,8462","127,3846","33,4718","32,1685",16532,"317,9231",52,17379,5272,"0,2327",22651,"334,2115","101,3846","435,5962","0,2322","0,0544",1428,12608,4771,23,"27,4615","242,4615","91,7500","0,4423",8022996,"0,8484"
