id,name
3000,CAROEBE
3018,BOA VISTA
3026,IRACEMA
3034,CARACARAÍ
3042,AMAJARI
3050,ALTO ALEGRE
3069,CANTÁ
3077,BONFIM
3085,RORAINÓPOLIS
3093,MUCAJAÍ
3107,UIRAMUTÃ
3115,NORMANDIA
3123,PACARAIMA
3131,SÃO JOÃO DA BALIZA
3158,SÃO LUIZ
